id,lf_pri,lf_sec,lf_ter
AT11,0.03373313343328336,0.26124437781109444,0.646551724137931
AT12,0.05625310790651417,0.24378418697165588,0.6999005469915465
AT13,0.0025881786445166722,0.1433730588660166,0.8515107740459853
AT21,0.05641124374278013,0.25933769734308815,0.6675009626492107
AT22,0.06097972972972973,0.29214527027027026,0.6440878378378379
AT31,0.06223147153598282,0.33129699248120303,0.6035848549946294
AT32,0.04147133068878471,0.24450054093040027,0.700324558240173
AT33,0.03948588843248973,0.26103087319464685,0.6921955744004239
AT34,0.011221945137157107,0.3508728179551122,0.5847880299251871
BE10,0,0.12765479267333407,0.8707719968535791
BE21,0.006018518518518519,0.24464285714285713,0.7483465608465608
BE22,0.009066305818673884,0.2510148849797023,0.7347767253044655
BE23,0.015400875736071266,0.24248829835422014,0.7409029140872717
BE24,0.005595116988809766,0.15808748728382502,0.8335707019328585
BE25,0.024766899766899768,0.27136752136752135,0.7005633255633256
BE31,0,0.14473684210526314,0.8307833537331701
BE32,0.015002098195551825,0.20352496852706672,0.7758078052874527
BE33,0.01126516464471404,0.21143847487001732,0.769744986382768
BE34,0.03130434782608695,0.1965217391304348,0.7434782608695653
BE35,0.015384615384615384,0.1713527851458886,0.7976127320954907
BG31,0.0796410544026921,0.33688539914002624,0.5677696765750607
BG32,0.09593023255813954,0.37239902080783355,0.5215728274173806
BG33,0.0783087315486615,0.2654490868151113,0.6441080810607955
BG34,0.08210526315789474,0.324093567251462,0.5775438596491228
BG41,0.022952946459757498,0.23207424779202634,0.7431265904894966
BG42,0.10399460643856398,0.3462834990729816,0.5414630035395247
CH01,0.024924471299093656,0.1513091641490433,0.8237034239677745
CH02,0.04469600858787937,0.23265345954913633,0.7225529423245828
CH03,0.022763451130213306,0.21012416427889205,0.7671919770773639
CH04,0.016623741512526338,0.14762350737532193,0.8358698197143526
CH05,0.044644206073424994,0.2553255778818553,0.7001057561565192
CH06,0.049578846358886874,0.2325407825994243,0.7180936133916196
CH07,0.018658892128279883,0.1661807580174927,0.806997084548105
CY00,0.03636864581898333,0.17040914726546358,0.79294668687147
CZ01,0.003543158688277422,0.1741424802110818,0.8223897474557106
CZ02,0.030981595092024538,0.34892638036809814,0.6200153374233128
CZ03,0.050451807228915665,0.417587014725569,0.5322121820615796
CZ04,0.02003780718336484,0.4053875236294896,0.5746691871455577
CZ05,0.03506600660066007,0.4315181518151815,0.5332783278327833
CZ06,0.03764619883040936,0.4058235867446394,0.5564083820662769
CZ07,0.035233160621761656,0.4527633851468048,0.5120898100172712
CZ08,0.015806111696522657,0.42132068844397613,0.5629610115911486
DE11,0.008669327095087382,0.35883675060777026,0.6305215357093711
DE12,0.002069521905363219,0.31323441720158546,0.6801711740152232
DE13,0.016717069892473117,0.33963373655913975,0.6413810483870968
DE14,0.018090605047126788,0.37767305158609504,0.601347927434884
DE21,0.015516488749553553,0.2540577007024088,0.7304456526052622
DE22,0.03044209882208964,0.36844118096986384,0.5964509713936056
DE23,0.017130434782608697,0.38052173913043474,0.5920869565217391
DE24,0.013103940096273848,0.3361561775717597,0.6362096630415405
DE25,0.010283200439923012,0.303436898542755,0.6803409403354413
DE26,0.005275498241500587,0.31887456037514655,0.665225674091442
DE27,0.02167245961970967,0.35064404007360456,0.6248722142711102
DE30,0,0.14027318475916606,0.8587491013659239
DE40,0.025657472738935212,0.2352469531751122,0.7371712636305323
DE50,0,0.2054584483287335,0.7657160380251455
DE60,0,0.15477964658292528,0.8354800936768151
DE71,0.0040547643481090275,0.2198333041323555,0.7752859610041799
DE72,0.004914933837429112,0.2996219281663516,0.6820415879017013
DE73,0.011138300565353134,0.29778077799341834,0.6783393806429837
DE80,0.03480553724456163,0.21819380355965723,0.7404746209624258
DE91,0.008265547100498555,0.30247966413014954,0.6832852269745473
DE92,0.008900778210116731,0.23438715953307393,0.7529669260700389
DE93,0.02551872167898879,0.25596231814929643,0.7140472215597423
DE94,0.031799889528919746,0.2919592835161367,0.6715458060443462
DEA1,0.005408062930186823,0.23961406096361848,0.7540355621107833
DEA2,0.005516641486975232,0.22364144119397517,0.7680034793755436
DEA3,0.011026495319689036,0.26439790575916233,0.7200142789148025
DEA4,0.007322586986436013,0.30799095734224496,0.6797228228818557
DEA5,0.004441812259401836,0.2865265028131478,0.7060112525910571
DEB1,0.010118492877113566,0.28265211023831716,0.7011716149647184
DEB2,0.012271029699448693,0.256268895607327,0.6837986839765249
DEB3,0.016178356515734436,0.2738482785834073,0.7056328302259052
DEC0,0,0.2809633027522936,0.7057964970809008
DED2,0.013787245164662834,0.2801881860951385,0.6972686879247256
DED4,0.010878839590443687,0.34570534698521044,0.633532423208191
DED5,0.006080219672452682,0.24654310091203294,0.7332548788859469
DEE0,0.01984659635666347,0.28178331735378714,0.6936241610738255
DEF0,0.01978093247820134,0.2091230092959573,0.7699070404266052
DEG0,0.016829894456594083,0.32723210040886186,0.6533707330987923
DK01,0.003667745415318231,0.12464940668824163,0.8712513484358144
DK02,0.01871019108280255,0.19400212314225052,0.7817144373673036
DK03,0.03652392947103275,0.22885930190716086,0.73470672903922285
DK04,0.032461821380027185,0.22691292875989447,0.7406252498600783
DK05,0.039425872093023256,0.22728924418604654,0.7069404069767442
EA20,0.032495000795135794,0.23416783117406031,0.7333378447421222
EE00,0.03882887114451229,0.30123688742758725,0.6593079693126663
EL30,0.010659805182870796,0.14993567358941373,0.8393310053299027
EL41,0.16691394658753708,0.10385756676557863,0.6988130563798219
EL42,0.07473035439137132,0.15254237288135591,0.7669491525423728
EL43,0.14781228746316027,0.12491498526411245,0.7252323736114259
EL51,0.26606875934230195,0.12755356253114103,0.5921773791728949
EL52,0.1504524886877828,0.1585326438267615,0.6893988364576601
EL53,0.18002466091245378,0.2718865598027127,0.528976572133169
EL54,0.19530516431924883,0.1535211267605634,0.6286384976525822
EL61,0.22587577906726844,0.16097141629056524,0.6047711154094133
EL62,0.07783641160949868,0.11279683377308708,0.7790237467018469
EL63,0.24440116845180138,0.12366114897760466,0.6287731256085687
EL64,0.22455845248107653,0.22147462853938885,0.5492010092514719
EL65,0.2852776362710137,0.13678043810494142,0.565206316861946
ES11,0.06861096430115794,0.2246192283668861,0.7062412915005046
ES12,0.03496503496503496,0.20072520072520073,0.7614607614607615
ES13,0.03107705406555981,0.22647935291613452,0.7394636015325671
ES21,0.013916611222000445,0.27761144377910846,0.708416500332668
ES22,0.03588785046728972,0.29626168224299065,0.665981308411215
ES23,0.06033182503770739,0.28921568627450983,0.6444193061840121
ES24,0.0646326051633869,0.24860083047481493,0.6866762953601734
ES30,0.0026450827910913612,0.1309844998148442,0.8663351496235165
ES41,0.07276119402985075,0.23466003316749587,0.6924233001658374
ES42,0.06761968085106383,0.23670212765957446,0.6955452127659574
ES43,0.09988992845349477,0.17817831590533847,0.7193175564116676
ES51,0.015955776116590235,0.24111125070670267,0.742932973176707
ES52,0.02789999482374864,0.22521869661990787,0.7467777835291681
ES53,0.007919298576411804,0.16112001508437823,0.8303950221551806
ES61,0.08684066564314329,0.14541090934759207,0.7677484250092648
ES62,0.13625044468160794,0.1779615795090715,0.6856990394877267
ES63,0,0.043010752688172046,0.8960573476702509
ES64,0,0,0.8908730158730158
ES70,0.024342267027292846,0.09921317924760266,0.8765674944676666
FI19,0.05007982522477103,0.2617427106965801,0.6855726409545416
FI1B,0.006191950464396285,0.1636532507739938,0.8271207430340557
FI1C,0.04247572815533981,0.25586569579288027,0.6970064724919095
FI1D,0.06930045764453162,0.23041001214158963,0.6973942280750911
FI20,0,0,0.49206349206349204
FR10,0.0023550690506245644,0.12418750117753452,0.873438589219436
FRB0,0.03705941591137966,0.22940584088620344,0.7335347432024169
FRC1,0.06324732536186281,0.2328508495909377,0.703823159219635
FRC2,0.03459720406316001,0.3254550940360052,0.63984712863320925
FRD1,0.03975219411461022,0.2667355016348305,0.693598347960764
FRD2,0.01738155312587609,0.27137650686851694,0.7114522007289039
FRE1,0.015557359307359306,0.2067099567099567,0.7775974025974026
FRE2,0.03870791876788878,0.23279269456181,0.7286356821589205
FRF1,0.009705066801109151,0.2572472901436854,0.7331736828837914
FRF2,0.0698005698005698,0.24481074481074483,0.6846764346764347
FRF3,0.024287222808870117,0.21925193130661924,0.7564052687156116
FRG0,0.0390685142417244,0.26084167308185785,0.7001539645881446
FRH0,0.04636553993419085,0.224461561471732,0.729135507029614
FRI1,0.0504014598540146,0.19945255474452556,0.7501824817518248
FRI2,0.03195247270391779,0.20327552986512526,0.764771997430957
FRI3,0.04859813084112149,0.20402588066139468,0.7473040977713875
FRJ1,0.0401394422310757,0.174402390438247,0.78550796812749
FRJ2,0.0495994821587507,0.20191763087628448,0.7485233433125658
FRK1,0.048769494275669345,0.23203822230235283,0.7188316956639322
FRK2,0.02198157426862777,0.22527521864842054,0.7527072894779376
FRL0,0.023051905815012357,0.15785091713282165,0.8191231950045532
FRM0,0.012987012987012988,0.14285714285714288,0.8401598401598402
FRY1,0.03391959798994974,0.1461474036850921,0.7462311557788944
FRY2,0.0388235294117647,0.11490196078431372,0.7870588235294117
FRY3,0,0.14318529862174578,0.7274119448698316
FRY4,0.04172848664688427,0.13612759643916914,0.7961795252225519
FRY5,0,0,0.831896551724138
HR02,0.16041397153945666,0.29728331177231565,0.541267787839586
HR03,0.03812614074224295,0.21506793753802472,0.7445751368890691
HR05,0.0024024024024024027,0.1957957957957958,0.7968468468468469
HR06,0.09857677902621723,0.3758801498127341,0.5231460674157303
HU11,0,0.1638105438533857,0.8347018921813638
HU12,0.016973125884016973,0.2871287128712871,0.6911244695898161
HU21,0.04796064767370363,0.430416068866571,0.5131174420987907
HU22,0.053391684901531726,0.3795404814004376,0.5563457330415755
HU23,0.08268141354194766,0.3006474237928244,0.6037226868087403
HU31,0.04843030108218151,0.3692274724097289,0.5734490517518481
HU32,0.07305750122169734,0.2994787424661997,0.6183417494705978
HU33,0.11382039850787008,0.3041579474115185,0.5742880538622509
IE04,0.10016330974414807,0.21339139902014156,0.6795046271094176
IE05,0.07260019968620739,0.21765796605334473,0.7058194266153188
IE06,0.023128995863106433,0.15287702143663032,0.8240409928544566
IS00,0.03885534260960882,0.17406143344709898,0.7839327907587295
ITC1,0.034184730084219246,0.310865663399144,0.654977219384233
ITC2,0.016544117647058824,0.19485294117647062,0.7169117647058824
ITC3,0.016735028712059064,0.19753896636587367,0.7858080393765381
ITC4,0.014777243737868564,0.3219798502634254,0.6631966910065625
ITF1,0.056145049963943545,0.31976923869372614,0.6216132687751107
ITF2,0.06049149338374291,0.26417769376181477,0.6474480151228733
ITF3,0.04161574187240283,0.20514544121241748,0.7532082620386213
ITF4,0.08874377328477541,0.21775712671103856,0.6930804973000125
ITF5,0.08623376623376625,0.26441558441558444,0.6405194805194805
ITF6,0.12139170330720703,0.14385394761995793,0.7313133244121582
ITG1,0.0755882788219624,0.15324848305461003,0.770719254106852
ITG2,0.06742572495997153,0.15344244796299591,0.7773527842020992
ITH1,0.058376649340263896,0.21751299480207917,0.717313074770092
ITH2,0.04087370242214533,0.245242214532872,0.705233564013841
ITH3,0.03488539714574023,0.3387631541011965,0.6263033972418434
ITH4,0.030585639791415962,0.3022462896109105,0.6673686321700761
ITH5,0.03883889990341112,0.3142697371765543,0.6468913629200346
ITI1,0.03451689124465163,0.27045149754135,0.6950635417331886
ITI2,0.03585544889892716,0.2735742518351214,0.6870412196499153
ITI3,0.024203307785397338,0.34933440903590157,0.6254941508672851
ITI4,0.02063400329630343,0.14276846679081315,0.8366189344806181
LT01,0.02855771538276938,0.20758339332853373,0.7639788816894649
LT02,0.10237137412661444,0.27069659114969297,0.6270378996400592
LU00,0.009022845075830295,0.10750623920138223,0.8838548665770782
LV00,0.0768498824583007,0.2410164558379044,0.681350050375014
ME00,0.07760927743086529,0.17484388938447817,0.7435325602140945
MK00,0.16627505183137525,0.3031098825155494,0.5301313061506565
MT00,0.011052378664103796,0.19894281595386834,0.7897645362806343
NL11,0.021361332367849387,0.1536929761042723,0.8171614771904419
NL12,0.04563106796116505,0.18171521035598706,0.7660194174757282
NL13,0.027559055118110236,0.17060367454068243,0.7952755905511811
NL21,0.028422378125562153,0.1887030041374348,0.7828746177370031
NL22,0.023943097575636143,0.1636946503706672,0.8123622520536966
NL23,0.023058252427184466,0.1262135922330097,0.8436893203883495
NL31,0.007838408200180887,0.10325595417545975,0.8890563762435936
NL32,0.012855957976223392,0.11445949682056954,0.8727536632568428
NL33,0.019955654101995565,0.12632895559724827,0.8538006708738416
NL34,0.025921966862640297,0.1966862640299305,0.7648316408337787
NL41,0.02280014250089063,0.19688873055456593,0.7803111269445433
NL42,0.019580288551620757,0.18737118231216038,0.7917369308600337
NO02,0.047857540345019475,0.19782971619365608,0.7512520868113522
NO06,0.04012079378774806,0.19628990509059532,0.7620793787748058
NO07,0.04182350480970305,0.16269343370974487,0.7940192388122125
NO08,0.008455114822546973,0.14258872651356994,0.8490605427974948
NO09,0.01514251781472684,0.22684085510688837,0.7577197149643705
NO0A,0.01999422549444204,0.25833694239930705,0.7215244694673019
PL21,0.10952770176623192,0.31753082909840435,0.5699562884253171
PL22,0.026207302709069496,0.3868187172074098,0.5851001177856301
PL41,0.11668329738951298,0.35529661698908804,0.5260243988798403
PL42,0.07073859414474662,0.2908307326497251,0.6252786446723139
PL43,0.06699461232138675,0.33708128367299134,0.5681658468025299
PL51,0.04061262426250707,0.36458417522023767,0.5933080093752526
PL52,0.10350921484473617,0.3693511739459732,0.4976016157535975
PL61,0.13393590797041907,0.3161169151308839,0.5383260946120437
PL62,0.13554051582220594,0.30217669654289375,0.540241448692153
PL63,0.06278527233999391,0.32619941170504113,0.6070595395070494
PL71,0.12632532850022657,0.30969642048029,0.5577707294970549
PL72,0.19068044453109767,0.29937609670501075,0.48878923766816146
PL81,0.2139062139062139,0.2394894894894895,0.5348810348810349
PL82,0.12929633419611147,0.32011075663636906,0.5375910431589719
PL84,0.23008113168296235,0.24453921364676515,0.49604743083003955
PL91,0.016364101252876503,0.18347517989553278,0.7991379625232861
PL92,0.22337638461184903,0.2845061359562439,0.4807188491060348
PT11,0.07076449525723978,0.34019096676926935,0.5865946353414159
PT15,0.05147759771210677,0.10700667302192564,0.7783603431839847
PT16,0.11894909055913772,0.27923202771629296,0.5976325666442114
PT17,0.010218281579261263,0.13605820842113633,0.8525704743350166
PT18,0.11887763572970278,0.21915988709945208,0.6412086999833969
PT20,0.09065021357380162,0.13953488372093026,0.6853345989558615
PT30,0.09536423841059603,0.08565121412803531,0.7033112582781458
RO11,0.19079319497019534,0.33381194796153674,0.47095679415219943
RO12,0.11003902862098873,0.406764960971379,0.47707068516912404
RO21,0.47312957656797194,0.21063355619229546,0.31104743712193567
RO22,0.22928870292887027,0.3006276150627615,0.46056485355648535
RO31,0.2417926003126629,0.3244879143784824,0.42710546358279555
RO32,0.008117545689537889,0.17867670400435356,0.8055416987891706
RO41,0.36991869918699183,0.2556529471544715,0.35861280487804875
RO42,0.09114473868572229,0.46539162112932597,0.4237074401008827
RS11,0.02611940298507463,0.19037465732561681,0.7829728906487968
RS12,0.17995492322862375,0.2833497675728976,0.5358501197351739
RS21,0.3086763774540848,0.2453451551614946,0.44521849271690944
RS22,0.20855520056798013,0.25612353567625135,0.5340788072417465
SE11,0.0026715645349807983,0.10719652696610453,0.8901319084989148
SE12,0.02313819699077001,0.2048299405740296,0.7719686433177393
SE21,0.03532277710109622,0.24750304506699147,0.7169305724725944
SE22,0.021042870390184747,0.1719095513232042,0.807047578286611
SE23,0.018664245359160614,0.20540758676351895,0.7760290556900726
SE31,0.02514831054939386,0.21150374000515865,0.7621872581893216
SE32,0.0336950314106225,0.19503141062250143,0.7658480868075386
SE33,0.027766914352757136,0.21763785686351192,0.7514665623777865
SI03,0.06736621196222456,0.37072402938090243,0.5618048268625393
SI04,0.031014823261117444,0.2839224629418472,0.6843785632839225
SK01,0.009890603926270043,0.22403716469354115,0.7648733702982167
SK02,0.029802452316076297,0.4263169845594914,0.5435399636693915
SK03,0.03334428383705651,0.3828843626806833,0.5818823915900132
SK04,0.032294236375869034,0.33542647828362115,0.6281677506167304
TR10,0.009100964954090488,0.32790452979846574,0.6629855121990701
TR21,0.17033472507253555,0.38143089661028945,0.4483759111174015
TR22,0.2922810775187412,0.21278523766372848,0.49476892660021415
TR31,0.10496743710892606,0.3299706295492274,0.5649980845358191
TR32,0.2845920919822706,0.2313599859569053,0.4840479220608242
TR33,0.3459930016215755,0.2569343688657506,0.39702995647350003
TR41,0.09843189801904902,0.41748451816173543,0.4840111541665158
TR42,0.14140019937121387,0.3623955218158117,0.49624261943102527
TR51,0.03537179688728188,0.24566367971492953,0.7189645233977886
TR52,0.25841421908483553,0.2826799445354847,0.4588428085213665
TR61,0.24399187135536318,0.16155681215762502,0.5944954939035165
TR62,0.23694871206909732,0.22387831537109223,0.5390583199571963
TR63,0.21578155732963092,0.2533842415827838,0.530776350804119
TR71,0.3240813907546425,0.19774792572105887,0.47777558277360727
TR72,0.2930492709904475,0.2635746606334841,0.4434389140271493
TR81,0.3212145969498911,0.23747276688453156,0.4410403050108933
TR82,0.4865288220551379,0.15711152882205515,0.3549498746867168
TR83,0.39891016500305565,0.1771236504379711,0.42391525768995725
TR90,0.4228681239490752,0.15512851309152054,0.4220514052366082
TRA1,0.45796614911176386,0.10714785284655196,0.43376696041404394
TRA2,0.5536708189769414,0.13119533527696792,0.31341107871720114
TRB1,0.2953102961918194,0.15708744710860365,0.547249647390691
TRB2,0.4179702403662724,0.21032048836322012,0.3710415871804654
TRC1,0.12979683972911965,0.32830135440180586,0.5414785553047404
TRC2,0.3524260355029586,0.18928994082840236,0.4575739644970414
TRC3,0.12519602718243594,0.21876633559853634,0.6543387349712493
UKC1,0,0.23231266641308482,0.7438189425637125
UKC2,0,0.210836190192279,0.7768668952153822
UKD1,0.03781157583438952,0.27439797211660333,0.6487114490916773
UKD3,0,0.17127895420839384,0.8257778457304489
UKD4,0.006935506935506935,0.22064922064922068,0.7650507650507651
UKD6,0.012468542667581788,0.19766643788606722,0.7763669640814459
UKD7,0,0.17225787631271877,0.8204492415402567
UKE1,0.011492918504759694,0.23728813559322035,0.7273043882052473
UKE2,0.02901023890784983,0.1621160409556314,0.7866894197952219
UKE3,0,0.1990736978955066,0.7873567888193711
UKE4,0,0.20989422144209893,0.7853480530278535
UKF1,0.006403314656998917,0.22868308300767454,0.7606761146946655
UKF2,0.009842069123369192,0.22493705653467616,0.7574959945067521
UKF3,0.03541364296081277,0.21015965166908565,0.7198838896952104
UKG1,0.016398420892802915,0.22836319465532948,0.7500759186152445
UKG2,0.014746485943775102,0.22433483935742973,0.7540160642570283
UKG3,0,0.2157276043777868,0.7807863802188894
UKH1,0.027154471544715446,0.18926829268292683,0.7815040650406504
UKH2,0.006951987834021291,0.17809037584184229,0.8118075168368455
UKH3,0.007413367047870813,0.18792023446928338,0.8018504683638872
UKI3,0,0.09070655633354552,0.9023711012094207
UKI4,0,0.08001621402513175,0.9182813133360357
UKI5,0,0.13724212812160697,0.8597176981541802
UKI6,0,0.12372778368524989,0.8742214795685858
UKI7,0,0.14527159046502539,0.8520906604142242
UKJ1,0.005028562233486201,0.17857430203556196,0.8132995413951243
UKJ2,0.006375227686703097,0.15924057727336416,0.8320372705618606
UKJ3,0.006102606537029376,0.19476623913942903,0.7952523789822095
UKJ4,0.007997664915353182,0.1775831873905429,0.8077057793345008
UKK1,0.009235668789808917,0.17707006369426753,0.8110270700636942
UKK2,0.016888014428594854,0.18945728808001314,0.7861944581078866
UKK3,0.028819508590430448,0.17790504341400334,0.7622390541289489
UKK4,0.03710310381733856,0.17927220834819835,0.7732786300392437
UKL1,0.02286282306163022,0.1986414844267727,0.7709851999116414
UKL2,0.02054285183119539,0.17986614612381485,0.7835099460866333
UKM5,0.018518518518518517,0.28877314814814814,0.6535493827160495
UKM6,0.06205757432751297,0.19938650306748465,0.7088249174138744
UKM7,0.007756000419243266,0.15669217063200921,0.8303636935331726
UKM8,0,0.17608108108108106,0.8167567567567567
UKM9,0.0338720389639141,0.18917423068408237,0.7628957272526014
UKN0,0.026702508960573478,0.18918757467144562,0.7778972520908005
